D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4274,3132,56.38093562499999,0.2,105.05922722816467
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4275,3086,56.38093562499999,0.2,105.18161654472351
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4275,3095,56.38093562499999,0.2,105.31317400932312
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4278,3112,56.38093562499999,0.2,105.4447033405304
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4278,3122,56.38093562499999,0.2,105.56714653968811
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4278,3160,56.38093562499999,0.2,105.69864654541016
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4281,3076,56.38093562499999,0.2,105.83014059066772
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4285,3063,56.38093562499999,0.2,105.9680609703064
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4291,3052,56.38093562499999,0.2,106.11517024040222
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4299,3042,56.38093562499999,0.2,106.30007076263428
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4303,3169,56.38093562499999,0.2,106.48436951637268
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4311,3032,56.38093562499999,0.2,106.70084810256958
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4332,3022,56.38093562499999,0.2,107.07080960273743
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4373,3012,56.38093562499999,0.2,107.77193689346313
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4381,3178,56.38093562499999,0.2,108.035071849823
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0128.tif,1175,1190,4385,3002,56.38093562499999,0.2,108.20430064201355
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2433,3058,56.38093562499999,0.2,114.05472683906555
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2434,3091,56.38093562499999,0.2,114.19274950027466
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2435,3067,56.38093562499999,0.2,114.32437229156494
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2435,3080,56.38093562499999,0.2,114.44033980369568
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2437,3100,56.38093562499999,0.2,114.5717842578888
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2438,3047,56.38093562499999,0.2,114.69415664672852
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2440,3109,56.38093562499999,0.2,114.8256447315216
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2443,3037,56.38093562499999,0.2,115.01031494140625
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2448,3118,56.38093562499999,0.2,115.38905477523804
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2451,3027,56.38093562499999,0.2,115.51123261451721
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2452,3127,56.38093562499999,0.2,115.6583366394043
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2458,3136,56.38093562499999,0.2,115.81205558776855
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2460,3017,56.38093562499999,0.2,115.94353914260864
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2468,3145,56.38093562499999,0.2,116.12850880622864
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2474,3007,56.38093562499999,0.2,116.32903528213501
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0130.tif,1175,1190,2486,2997,56.38093562499999,0.2,116.67678809165955
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4326,1534,56.38093562499999,0.2,121.20394968986511
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4327,1550,56.38093562499999,0.2,121.32637476921082
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4328,1489,56.38093562499999,0.2,121.45786666870117
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4329,1501,56.38093562499999,0.2,121.58944630622864
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4332,1519,56.38093562499999,0.2,121.71183753013611
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4332,1565,56.38093562499999,0.2,121.84340238571167
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4336,1477,56.38093562499999,0.2,121.9749264717102
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4339,1467,56.38093562499999,0.2,122.0908637046814
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4347,1455,56.38093562499999,0.2,122.30047488212585
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4355,1443,56.38093562499999,0.2,122.46109867095947
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4363,1430,56.38093562499999,0.2,122.63045406341553
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4387,1419,56.38093562499999,0.2,122.94682693481445
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4408,1574,56.38093562499999,0.2,123.26306891441345
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4411,1409,56.38093562499999,0.2,123.49455142021179
Filename,w,h,x2,y2,size,threshold,time
D:/digit/distribution_digitizer_students-main//data/input\0131.tif,1175,1190,4432,1398,56.38093562499999,0.2,123.84880328178406
